Phone timestamp;sensor timestamp [ns];X [dps];Y [dps];Z [dps]
2022-04-25T11:40:33.733;704202031208152132;0.0;-1.4;1.12
2022-04-25T11:40:33.753;704202031227492458;-0.07;-1.12;1.12
2022-04-25T11:40:33.772;704202031246832784;-0.14;-1.05;1.26
2022-04-25T11:40:33.791;704202031266173110;0.0;-1.26;1.33
2022-04-25T11:40:33.811;704202031285513436;0.0;-1.47;1.33
2022-04-25T11:40:33.830;704202031304853762;0.0;-1.61;1.26
2022-04-25T11:40:33.849;704202031324194088;-0.07;-1.47;1.19
2022-04-25T11:40:33.869;704202031343534414;-0.21000001;-1.05;1.19
2022-04-25T11:40:33.888;704202031362874740;-0.21000001;-0.98;1.26
2022-04-25T11:40:33.907;704202031382215066;-0.07;-1.33;1.12
2022-04-25T11:40:33.927;704202031401555392;-0.07;-1.54;1.12
2022-04-25T11:40:33.946;704202031420895718;-0.07;-1.47;1.19
2022-04-25T11:40:33.966;704202031440236044;-0.14;-1.19;1.26
2022-04-25T11:40:33.985;704202031459576370;-0.21000001;-0.98;1.19
2022-04-25T11:40:34.004;704202031478916696;-0.14;-0.98;1.19
2022-04-25T11:40:34.024;704202031498257022;-0.14;-1.12;1.12
2022-04-25T11:40:34.043;704202031517597348;-0.14;-1.19;1.19
2022-04-25T11:40:34.062;704202031536937674;-0.07;-1.19;1.19
2022-04-25T11:40:34.082;704202031556278000;-0.14;-1.05;1.19
2022-04-25T11:40:34.101;704202031575618326;-0.07;-1.12;1.12
2022-04-25T11:40:34.120;704202031594958652;-0.07;-1.05;1.12
2022-04-25T11:40:34.140;704202031614298978;-0.14;-1.05;1.12
2022-04-25T11:40:34.159;704202031633639304;-0.14;-1.05;1.12
2022-04-25T11:40:34.178;704202031652979630;-0.14;-0.98;1.05
2022-04-25T11:40:34.198;704202031672319956;-0.14;-1.05;1.12
2022-04-25T11:40:34.217;704202031691660282;-0.14;-0.91;1.12
2022-04-25T11:40:34.236;704202031711000608;-0.21000001;-0.7;1.12
2022-04-25T11:40:34.256;704202031730340934;-0.28;-0.56;1.19
2022-04-25T11:40:34.275;704202031749681260;-0.21000001;-0.49;1.26
2022-04-25T11:40:34.294;704202031769021586;-0.28;-0.56;1.19
2022-04-25T11:40:34.314;704202031788361912;-0.35;-1.05;0.77
2022-04-25T11:40:34.333;704202031807702238;-0.21000001;-1.89;0.35
2022-04-25T11:40:34.352;704202031827042564;0.0;-1.4;0.77
2022-04-25T11:40:34.372;704202031846382890;-0.42000002;0.42000002;1.4
2022-04-25T11:40:34.391;704202031865723216;-0.56;0.35;1.19
2022-04-25T11:40:34.410;704202031885063542;-0.21000001;-0.98;0.98
2022-04-25T11:40:34.430;704202031904403868;0.0;-1.19;0.91
2022-04-25T11:40:34.449;704202031923744194;-0.21000001;-0.98;1.19
2022-04-25T11:40:34.468;704202031943084520;-0.21000001;-0.77;1.26
2022-04-25T11:40:34.488;704202031962424846;-0.07;-0.7;1.4
2022-04-25T11:40:34.507;704202031981765172;-0.07;-0.98;1.33
2022-04-25T11:40:34.526;704202032001105498;-0.07;-1.4;1.12
2022-04-25T11:40:34.546;704202032020445824;-0.21000001;-1.26;1.19
2022-04-25T11:40:34.565;704202032039786150;-0.35;-0.56;1.26
2022-04-25T11:40:34.584;704202032059126476;-0.42000002;-0.21000001;1.19
2022-04-25T11:40:34.604;704202032078466802;-0.35;-0.56;1.33
2022-04-25T11:40:34.623;704202032097807128;-0.21000001;-0.91;1.54
2022-04-25T11:40:34.642;704202032117147454;-0.14;-1.12;1.47
2022-04-25T11:40:34.662;704202032136487780;-0.21000001;-1.05;1.4
2022-04-25T11:40:34.681;704202032155828106;-0.14;-0.84000003;1.4
2022-04-25T11:40:34.700;704202032175168432;-0.14;-0.91;1.33
2022-04-25T11:40:34.720;704202032194508758;-0.14;-1.12;1.26
2022-04-25T11:40:34.739;704202032213849084;-0.21000001;-1.19;1.26
2022-04-25T11:40:34.758;704202032233189410;-0.35;-1.05;1.4
2022-04-25T11:40:34.778;704202032252529736;-0.35;-0.91;1.47
2022-04-25T11:40:34.797;704202032271870062;-0.14;-0.91;1.4
2022-04-25T11:40:34.816;704202032291210388;-0.14;-0.7;1.12
2022-04-25T11:40:34.836;704202032310550714;-0.28;-0.63;1.6800001
2022-04-25T11:40:34.855;704202032329891040;-0.21000001;-0.77;1.54
2022-04-25T11:40:34.875;704202032349231366;-0.14;-0.91;1.26
2022-04-25T11:40:34.894;704202032368571692;-0.28;-0.77;1.19
2022-04-25T11:40:34.913;704202032387912018;-0.21000001;-0.84000003;1.26
2022-04-25T11:40:34.933;704202032407252344;-0.28;-0.7;1.19
2022-04-25T11:40:34.952;704202032426592670;-0.21000001;-0.77;1.12
2022-04-25T11:40:34.971;704202032445932996;-0.14;-1.05;1.26
2022-04-25T11:40:34.991;704202032465273322;-0.07;-1.26;1.33
2022-04-25T11:40:35.010;704202032484613648;-0.07;-1.4;1.26
2022-04-25T11:40:35.029;704202032503953974;-0.14;-1.19;1.26
2022-04-25T11:40:35.049;704202032523294300;-0.21000001;-0.91;1.26
2022-04-25T11:40:35.068;704202032542634626;-0.21000001;-0.77;1.19
2022-04-25T11:40:35.087;704202032561974952;-0.21000001;-0.77;1.12
2022-04-25T11:40:35.107;704202032581315278;-0.14;-0.77;0.98
2022-04-25T11:40:35.126;704202032600655604;-0.21000001;-0.42000002;0.91
2022-04-25T11:40:35.145;704202032619995930;-0.35;0.14;0.91
2022-04-25T11:40:35.165;704202032639336256;-0.35;0.07;1.05
2022-04-25T11:40:35.184;704202032658676582;-0.35;-0.21000001;1.05
2022-04-25T11:40:35.203;704202032678016908;-0.28;-0.42000002;1.12
2022-04-25T11:40:35.223;704202032697357234;-0.07;-0.77;1.05
2022-04-25T11:40:35.242;704202032716697560;-0.21000001;-0.49;0.84000003
2022-04-25T11:40:35.261;704202032736037886;-0.35;0.21000001;0.84000003
2022-04-25T11:40:35.281;704202032755378172;-0.35;0.49;0.91
2022-04-25T11:40:35.300;704202032774718394;-0.35;0.21000001;0.91
2022-04-25T11:40:35.319;704202032794058616;-0.28;-0.28;1.05
2022-04-25T11:40:35.339;704202032813398838;-0.21000001;-0.49;1.19
2022-04-25T11:40:35.358;704202032832739060;-0.28;-0.28;1.33
2022-04-25T11:40:35.377;704202032852079282;-0.35;-0.28;1.33
2022-04-25T11:40:35.397;704202032871419504;-0.21000001;-0.28;1.4
2022-04-25T11:40:35.416;704202032890759726;-0.14;-0.63;1.47
2022-04-25T11:40:35.435;704202032910099948;-0.07;-0.84000003;1.47
2022-04-25T11:40:35.455;704202032929440170;-0.07;-1.19;1.33
2022-04-25T11:40:35.474;704202032948780392;0.0;-1.47;0.91
2022-04-25T11:40:35.493;704202032968120614;-0.28;-0.49;0.77
2022-04-25T11:40:35.513;704202032987460836;-0.49;0.49;1.05
2022-04-25T11:40:35.532;704202033006801058;-0.35;0.21000001;0.91
2022-04-25T11:40:35.551;704202033026141280;-0.28;-0.56;0.7
2022-04-25T11:40:35.571;704202033045481502;-0.21000001;-0.91;0.91
2022-04-25T11:40:35.590;704202033064821724;-0.21000001;-0.63;1.12
2022-04-25T11:40:35.609;704202033084161946;-0.21000001;-0.35;0.91
2022-04-25T11:40:35.629;704202033103502168;-0.35;-0.28;0.91
2022-04-25T11:40:35.648;704202033122842390;-0.28;-0.28;1.05
2022-04-25T11:40:35.667;704202033142182612;-0.28;-0.42000002;1.19
2022-04-25T11:40:35.687;704202033161522834;-0.28;-0.7;1.33
2022-04-25T11:40:35.706;704202033180863056;-0.07;-1.26;1.47
2022-04-25T11:40:35.725;704202033200203278;-0.07;-1.61;1.47
2022-04-25T11:40:35.745;704202033219543500;0.0;-1.33;1.12
2022-04-25T11:40:35.764;704202033238883722;-0.07;-0.98;1.05
2022-04-25T11:40:35.784;704202033258223944;-0.21000001;-0.63;1.33
2022-04-25T11:40:35.803;704202033277564166;-0.21000001;-0.63;1.12
2022-04-25T11:40:35.822;704202033296904388;-0.21000001;-0.49;0.91
2022-04-25T11:40:35.842;704202033316244610;-0.21000001;-0.35;1.19
2022-04-25T11:40:35.861;704202033335584832;-0.28;-0.07;1.26
2022-04-25T11:40:35.880;704202033354925054;-0.49;0.28;1.19
2022-04-25T11:40:35.900;704202033374265276;-0.42000002;0.21000001;1.19
2022-04-25T11:40:35.919;704202033393605498;-0.21000001;-0.35;1.19
2022-04-25T11:40:35.938;704202033412945720;-0.28;-0.56;1.33
2022-04-25T11:40:35.958;704202033432285942;-0.21000001;-0.07;1.33
2022-04-25T11:40:35.977;704202033451626164;-0.21000001;-0.21000001;1.33
2022-04-25T11:40:35.996;704202033470966386;-0.21000001;-0.28;1.19
2022-04-25T11:40:36.016;704202033490306608;-0.28;-0.21000001;1.12
2022-04-25T11:40:36.035;704202033509646830;-0.35;-0.14;1.05
2022-04-25T11:40:36.054;704202033528987052;-0.28;-0.14;0.7
2022-04-25T11:40:36.074;704202033548327274;-0.35;-0.21000001;0.7
2022-04-25T11:40:36.093;704202033567667496;-0.49;0.07;0.91
2022-04-25T11:40:36.112;704202033587007718;-0.49;0.28;0.91
2022-04-25T11:40:36.132;704202033606347940;-0.42000002;0.21000001;0.77
2022-04-25T11:40:36.151;704202033625688162;-0.35;0.21000001;0.7
2022-04-25T11:40:36.170;704202033645028384;-0.35;0.42000002;0.63
2022-04-25T11:40:36.190;704202033664368606;-0.42000002;0.42000002;0.63
2022-04-25T11:40:36.209;704202033683708828;-0.28;0.0;0.77
2022-04-25T11:40:36.228;704202033703049050;-0.21000001;-0.42000002;0.84000003
2022-04-25T11:40:36.248;704202033722389272;-0.28;-0.49;0.91
2022-04-25T11:40:36.267;704202033741729494;-0.28;-0.14;0.91
2022-04-25T11:40:36.286;704202033761069716;-0.28;0.0;1.12
2022-04-25T11:40:36.306;704202033780409938;-0.42000002;0.21000001;1.19
2022-04-25T11:40:36.325;704202033799750160;-0.35;-0.49;0.84000003
2022-04-25T11:40:36.344;704202033819090382;-0.14;-1.26;0.98
2022-04-25T11:40:36.364;704202033838430604;-0.14;-1.19;1.33
2022-04-25T11:40:36.383;704202033857770826;-0.28;-0.98;1.26
2022-04-25T11:40:36.402;704202033877111048;-0.28;-0.91;1.19
2022-04-25T11:40:36.422;704202033896451270;-0.28;-0.7;1.26
2022-04-25T11:40:36.441;704202033915791492;-0.28;-0.7;1.33
2022-04-25T11:40:36.460;704202033935131714;-0.21000001;-0.91;1.12
2022-04-25T11:40:36.480;704202033954471936;-0.14;-0.91;1.19
2022-04-25T11:40:36.499;704202033973812158;-0.14;-0.91;1.33
2022-04-25T11:40:36.518;704202033993152380;-0.14;-1.19;1.33
2022-04-25T11:40:36.538;704202034012492602;-0.14;-1.33;1.33
2022-04-25T11:40:36.557;704202034031832824;-0.28;-1.05;1.33
2022-04-25T11:40:36.576;704202034051173046;-0.28;-0.77;1.4
2022-04-25T11:40:36.596;704202034070513268;-0.21000001;-0.91;1.33
2022-04-25T11:40:36.615;704202034089853490;-0.14;-1.19;1.12
2022-04-25T11:40:36.634;704202034109193712;-0.21000001;-1.12;1.19
2022-04-25T11:40:36.654;704202034128533934;-0.28;-0.7;1.47
2022-04-25T11:40:36.673;704202034147874156;-0.28;-0.7;1.4
2022-04-25T11:40:36.692;704202034167214378;-0.21000001;-0.91;1.26
2022-04-25T11:40:36.712;704202034186554600;-0.14;-1.12;1.26
2022-04-25T11:40:36.731;704202034205894822;-0.14;-1.12;1.33
2022-04-25T11:40:36.751;704202034225235044;-0.21000001;-0.98;1.33
2022-04-25T11:40:36.770;704202034244575266;-0.14;-0.91;1.26
2022-04-25T11:40:36.789;704202034263915488;-0.07;-1.05;1.19
2022-04-25T11:40:36.809;704202034283255710;-0.07;-1.33;1.26
2022-04-25T11:40:36.828;704202034302595932;-0.07;-1.33;1.33
2022-04-25T11:40:36.847;704202034321936154;-0.14;-1.12;1.26
2022-04-25T11:40:36.867;704202034341276376;-0.14;-0.98;1.12
2022-04-25T11:40:36.886;704202034360616598;-0.07;-1.05;1.19
2022-04-25T11:40:36.905;704202034379956820;-0.07;-1.19;1.19
2022-04-25T11:40:36.925;704202034399297042;0.0;-1.26;1.05
2022-04-25T11:40:36.944;704202034418637264;-0.21000001;-0.84000003;1.05
2022-04-25T11:40:36.963;704202034437977486;-0.35;-0.42000002;1.19
2022-04-25T11:40:36.983;704202034457317708;-0.35;-0.42000002;1.05
2022-04-25T11:40:37.002;704202034476657930;-0.21000001;-0.84000003;1.12
2022-04-25T11:40:37.021;704202034495998152;-0.07;-1.26;1.19
2022-04-25T11:40:37.041;704202034515338374;0.0;-1.47;1.12
2022-04-25T11:40:37.060;704202034534678596;-0.07;-1.4;1.05
2022-04-25T11:40:37.079;704202034554018818;-0.14;-1.19;1.19
2022-04-25T11:40:37.099;704202034573359040;-0.14;-1.12;1.19
2022-04-25T11:40:37.118;704202034592699262;-0.07;-1.19;1.26
2022-04-25T11:40:37.137;704202034612039484;-0.07;-1.12;1.19
2022-04-25T11:40:37.157;704202034631379706;-0.14;-1.05;1.33
2022-04-25T11:40:37.176;704202034650719928;-0.28;-0.84000003;1.47
2022-04-25T11:40:37.195;704202034670060150;-0.21000001;-0.77;1.54
2022-04-25T11:40:37.215;704202034689400372;-0.21000001;-0.7;1.47
2022-04-25T11:40:37.234;704202034708740594;-0.21000001;-0.7;1.47
2022-04-25T11:40:37.253;704202034728080816;-0.14;-0.91;1.47
2022-04-25T11:40:37.273;704202034747421038;-0.14;-0.98;1.4
2022-04-25T11:40:37.292;704202034766761260;-0.14;-0.98;1.4
2022-04-25T11:40:37.311;704202034786101482;-0.07;-0.91;1.33
2022-04-25T11:40:37.331;704202034805441704;-0.07;-0.91;1.26
2022-04-25T11:40:37.350;704202034824781926;-0.07;-1.05;1.26
2022-04-25T11:40:37.369;704202034844122148;-0.07;-1.19;1.4
2022-04-25T11:40:37.389;704202034863462542;-0.14;-1.12;1.33
2022-04-25T11:40:37.408;704202034882802865;-0.14;-1.19;1.26
2022-04-25T11:40:37.427;704202034902143188;-0.21000001;-1.05;1.12
2022-04-25T11:40:37.447;704202034921483511;-0.21000001;-0.91;1.12
2022-04-25T11:40:37.466;704202034940823834;-0.14;-1.19;1.12
2022-04-25T11:40:37.485;704202034960164157;-0.14;-1.47;1.19
2022-04-25T11:40:37.505;704202034979504480;-0.07;-1.61;1.19
2022-04-25T11:40:37.524;704202034998844803;-0.07;-1.47;1.19
2022-04-25T11:40:37.543;704202035018185126;-0.14;-1.26;1.12
2022-04-25T11:40:37.563;704202035037525449;-0.14;-1.05;1.12
2022-04-25T11:40:37.582;704202035056865772;-0.14;-0.91;1.12
2022-04-25T11:40:37.601;704202035076206095;-0.21000001;-0.84000003;1.05
2022-04-25T11:40:37.621;704202035095546418;-0.14;-0.84000003;0.98
2022-04-25T11:40:37.640;704202035114886741;-0.21000001;-0.84000003;1.05
2022-04-25T11:40:37.660;704202035134227064;-0.21000001;-0.7;1.05
2022-04-25T11:40:37.679;704202035153567387;-0.21000001;-0.63;1.05
2022-04-25T11:40:37.698;704202035172907710;-0.14;-0.77;1.12
2022-04-25T11:40:37.718;704202035192248033;-0.07;-0.98;1.05
2022-04-25T11:40:37.737;704202035211588356;-0.14;-0.98;0.98
2022-04-25T11:40:37.756;704202035230928679;-0.21000001;-0.7;1.05
2022-04-25T11:40:37.776;704202035250269002;-0.28;-0.49;1.12
2022-04-25T11:40:37.795;704202035269609325;-0.21000001;-0.63;1.12
2022-04-25T11:40:37.814;704202035288949648;-0.14;-0.98;1.12
2022-04-25T11:40:37.834;704202035308289971;-0.07;-0.98;1.12
2022-04-25T11:40:37.853;704202035327630294;-0.07;-0.91;1.12
2022-04-25T11:40:37.872;704202035346970617;-0.14;-0.84000003;1.19
2022-04-25T11:40:37.892;704202035366310940;-0.14;-0.77;1.19
2022-04-25T11:40:37.911;704202035385651263;-0.07;-0.98;1.19
2022-04-25T11:40:37.930;704202035404991586;0.0;-1.26;1.12
2022-04-25T11:40:37.950;704202035424331909;-0.14;-1.12;1.12
2022-04-25T11:40:37.969;704202035443672232;-0.21000001;-0.84000003;1.19
2022-04-25T11:40:37.988;704202035463012555;-0.28;-0.56;1.26
2022-04-25T11:40:38.008;704202035482352878;-0.28;-0.63;1.26
2022-04-25T11:40:38.027;704202035501693201;-0.14;-0.91;1.19
2022-04-25T11:40:38.046;704202035521033524;-0.14;-1.05;1.26
2022-04-25T11:40:38.066;704202035540373847;-0.07;-1.12;1.33
2022-04-25T11:40:38.085;704202035559714170;-0.07;-1.33;1.33
2022-04-25T11:40:38.104;704202035579054493;0.0;-1.54;1.33
2022-04-25T11:40:38.124;704202035598394816;0.0;-1.75;1.33
2022-04-25T11:40:38.143;704202035617735139;0.0;-1.54;1.26
2022-04-25T11:40:38.162;704202035637075462;-0.07;-1.4;1.19
2022-04-25T11:40:38.182;704202035656415785;-0.07;-1.26;1.26
2022-04-25T11:40:38.201;704202035675756108;-0.07;-1.26;1.33
2022-04-25T11:40:38.220;704202035695096431;0.0;-1.54;1.19
2022-04-25T11:40:38.240;704202035714436754;-0.07;-1.54;1.12
2022-04-25T11:40:38.259;704202035733777077;-0.21000001;-0.98;1.12
2022-04-25T11:40:38.278;704202035753117400;-0.21000001;-0.7;1.12
2022-04-25T11:40:38.298;704202035772457723;-0.14;-0.91;1.19
2022-04-25T11:40:38.317;704202035791798046;0.07;-1.26;1.26
2022-04-25T11:40:38.336;704202035811138369;-0.14;-0.42000002;1.6800001
2022-04-25T11:40:38.356;704202035830478692;-0.42000002;-0.42000002;1.6800001
2022-04-25T11:40:38.375;704202035849819015;-0.21000001;-1.6800001;1.12
2022-04-25T11:40:38.394;704202035869159338;0.14;-2.03;0.91
2022-04-25T11:40:38.414;704202035888499661;0.0;-1.26;1.12
2022-04-25T11:40:38.433;704202035907839984;-0.14;-0.98;1.33
2022-04-25T11:40:38.452;704202035927180307;-0.14;-1.26;1.26
2022-04-25T11:40:38.472;704202035946520630;-0.14;-1.54;1.33
2022-04-25T11:40:38.491;704202035965860953;-0.07;-1.54;1.4
2022-04-25T11:40:38.510;704202035985201276;-0.07;-1.26;1.26
2022-04-25T11:40:38.530;704202036004541599;-0.07;-1.19;1.05
2022-04-25T11:40:38.549;704202036023881922;-0.14;-1.05;1.05
2022-04-25T11:40:38.568;704202036043222245;-0.14;-1.12;1.12
2022-04-25T11:40:38.588;704202036062562568;-0.21000001;-0.98;1.19
2022-04-25T11:40:38.607;704202036081902891;-0.21000001;-0.84000003;1.19
2022-04-25T11:40:38.627;704202036101243214;-0.07;-1.19;1.05
2022-04-25T11:40:38.646;704202036120583537;-0.07;-1.47;1.12
2022-04-25T11:40:38.665;704202036139923860;-0.07;-1.4;1.26
2022-04-25T11:40:38.685;704202036159264183;-0.14;-1.19;1.19
2022-04-25T11:40:38.704;704202036178604506;-0.21000001;-0.91;1.12
2022-04-25T11:40:38.723;704202036197944829;-0.14;-0.98;1.05
2022-04-25T11:40:38.743;704202036217285152;-0.14;-0.91;1.05
2022-04-25T11:40:38.762;704202036236625475;-0.21000001;-0.98;1.05
2022-04-25T11:40:38.781;704202036255965798;-0.14;-1.26;1.26
