Phone timestamp;sensor timestamp [ns];X [mg];Y [mg];Z [mg]
2022-04-25T11:41:20.255;704202078108379258;-597;56;-811
2022-04-25T11:41:20.274;704202078127719438;-597;60;-813
2022-04-25T11:41:20.293;704202078147059618;-589;62;-813
2022-04-25T11:41:20.313;704202078166399798;-595;57;-813
2022-04-25T11:41:20.332;704202078185739978;-594;57;-813
2022-04-25T11:41:20.351;704202078205080158;-595;54;-813
2022-04-25T11:41:20.371;704202078224420338;-596;56;-814
2022-04-25T11:41:20.390;704202078243760518;-599;54;-813
2022-04-25T11:41:20.409;704202078263100698;-602;53;-814
2022-04-25T11:41:20.429;704202078282440878;-600;54;-813
2022-04-25T11:41:20.448;704202078301781058;-595;55;-808
2022-04-25T11:41:20.467;704202078321121238;-604;56;-823
2022-04-25T11:41:20.487;704202078340461418;-590;53;-812
2022-04-25T11:41:20.506;704202078359801598;-600;53;-822
2022-04-25T11:41:20.525;704202078379141778;-599;51;-814
2022-04-25T11:41:20.545;704202078398481958;-595;56;-810
2022-04-25T11:41:20.564;704202078417822138;-596;52;-816
2022-04-25T11:41:20.583;704202078437162318;-592;57;-812
2022-04-25T11:41:20.603;704202078456502498;-597;55;-812
2022-04-25T11:41:20.622;704202078475842678;-595;51;-814
2022-04-25T11:41:20.641;704202078495182858;-594;50;-810
2022-04-25T11:41:20.661;704202078514523038;-581;57;-815
2022-04-25T11:41:20.680;704202078533863218;-586;58;-815
2022-04-25T11:41:20.699;704202078553203398;-589;55;-817
2022-04-25T11:41:20.719;704202078572543578;-590;52;-812
2022-04-25T11:41:20.738;704202078591883758;-588;53;-809
2022-04-25T11:41:20.757;704202078611223938;-589;51;-818
2022-04-25T11:41:20.777;704202078630564118;-590;52;-816
2022-04-25T11:41:20.796;704202078649904298;-599;51;-816
2022-04-25T11:41:20.815;704202078669244478;-601;51;-816
2022-04-25T11:41:20.835;704202078688584658;-594;49;-812
2022-04-25T11:41:20.854;704202078707924838;-600;53;-814
2022-04-25T11:41:20.874;704202078727265018;-591;58;-817
2022-04-25T11:41:20.893;704202078746605198;-593;56;-818
2022-04-25T11:41:20.912;704202078765945378;-593;54;-813
2022-04-25T11:41:20.932;704202078785285558;-590;51;-807
2022-04-25T11:41:20.951;704202078804625738;-587;52;-812
2022-04-25T11:41:20.970;704202078823965918;-589;50;-816
2022-04-25T11:41:20.990;704202078843306098;-590;50;-815
2022-04-25T11:41:21.009;704202078862646278;-595;54;-808
2022-04-25T11:41:21.028;704202078881986458;-600;55;-818
2022-04-25T11:41:21.048;704202078901326638;-590;57;-810
2022-04-25T11:41:21.067;704202078920666818;-597;56;-813
2022-04-25T11:41:21.086;704202078940007216;-592;48;-819
2022-04-25T11:41:21.106;704202078959347574;-590;50;-816
2022-04-25T11:41:21.125;704202078978687932;-589;51;-812
2022-04-25T11:41:21.144;704202078998028290;-592;53;-817
2022-04-25T11:41:21.164;704202079017368648;-596;54;-814
2022-04-25T11:41:21.183;704202079036709006;-602;53;-816
2022-04-25T11:41:21.202;704202079056049364;-606;54;-815
2022-04-25T11:41:21.222;704202079075389722;-599;54;-814
2022-04-25T11:41:21.241;704202079094730080;-586;55;-817
2022-04-25T11:41:21.260;704202079114070438;-586;56;-816
2022-04-25T11:41:21.280;704202079133410796;-581;51;-818
2022-04-25T11:41:21.299;704202079152751154;-588;53;-815
2022-04-25T11:41:21.318;704202079172091512;-603;44;-811
2022-04-25T11:41:21.338;704202079191431870;-598;45;-815
2022-04-25T11:41:21.357;704202079210772228;-596;57;-808
2022-04-25T11:41:21.376;704202079230112586;-599;53;-815
2022-04-25T11:41:21.396;704202079249452944;-595;53;-807
2022-04-25T11:41:21.415;704202079268793302;-593;53;-816
2022-04-25T11:41:21.434;704202079288133660;-597;53;-816
2022-04-25T11:41:21.454;704202079307474018;-596;52;-813
2022-04-25T11:41:21.473;704202079326814376;-599;49;-811
2022-04-25T11:41:21.492;704202079346154734;-601;52;-813
2022-04-25T11:41:21.512;704202079365495092;-602;55;-813
2022-04-25T11:41:21.531;704202079384835450;-593;55;-812
2022-04-25T11:41:21.550;704202079404175808;-591;58;-817
2022-04-25T11:41:21.570;704202079423516166;-597;50;-814
2022-04-25T11:41:21.589;704202079442856524;-601;54;-813
2022-04-25T11:41:21.608;704202079462196882;-587;56;-814
2022-04-25T11:41:21.628;704202079481537240;-593;56;-810
2022-04-25T11:41:21.647;704202079500877598;-590;53;-813
2022-04-25T11:41:21.666;704202079520217956;-593;52;-815
2022-04-25T11:41:21.686;704202079539558314;-599;51;-818
2022-04-25T11:41:21.705;704202079558898672;-593;57;-813
2022-04-25T11:41:21.724;704202079578239030;-595;54;-818
2022-04-25T11:41:21.744;704202079597579388;-603;51;-812
2022-04-25T11:41:21.763;704202079616919746;-594;52;-812
2022-04-25T11:41:21.783;704202079636260104;-586;48;-811
2022-04-25T11:41:21.802;704202079655600462;-590;51;-814
2022-04-25T11:41:21.821;704202079674940820;-595;56;-815
2022-04-25T11:41:21.841;704202079694281178;-590;55;-813
2022-04-25T11:41:21.860;704202079713621536;-599;52;-812
2022-04-25T11:41:21.879;704202079732961894;-599;47;-806
2022-04-25T11:41:21.899;704202079752302252;-593;56;-811
2022-04-25T11:41:21.918;704202079771642610;-591;56;-811
2022-04-25T11:41:21.937;704202079790982968;-595;50;-813
2022-04-25T11:41:21.957;704202079810323326;-600;52;-816
2022-04-25T11:41:21.976;704202079829663684;-585;58;-815
2022-04-25T11:41:21.995;704202079849004042;-589;61;-812
2022-04-25T11:41:22.015;704202079868344400;-594;62;-817
2022-04-25T11:41:22.034;704202079887684758;-593;53;-812
2022-04-25T11:41:22.053;704202079907025116;-597;51;-812
2022-04-25T11:41:22.073;704202079926365474;-603;49;-809
2022-04-25T11:41:22.092;704202079945705832;-600;53;-808
2022-04-25T11:41:22.111;704202079965046190;-598;53;-811
2022-04-25T11:41:22.131;704202079984386548;-597;51;-815
2022-04-25T11:41:22.150;704202080003726906;-595;48;-809
2022-04-25T11:41:22.169;704202080023067264;-598;57;-812
2022-04-25T11:41:22.189;704202080042407622;-605;54;-808
2022-04-25T11:41:22.208;704202080061747980;-599;50;-807
2022-04-25T11:41:22.227;704202080081088338;-594;54;-808
2022-04-25T11:41:22.247;704202080100428696;-597;49;-808
2022-04-25T11:41:22.266;704202080119769054;-598;49;-811
2022-04-25T11:41:22.285;704202080139109412;-596;53;-809
2022-04-25T11:41:22.305;704202080158449770;-600;51;-813
2022-04-25T11:41:22.324;704202080177790128;-596;51;-807
2022-04-25T11:41:22.343;704202080197130486;-595;54;-814
2022-04-25T11:41:22.363;704202080216470844;-600;53;-814
2022-04-25T11:41:22.382;704202080235811202;-600;49;-811
2022-04-25T11:41:22.401;704202080255151560;-594;48;-814
2022-04-25T11:41:22.421;704202080274491918;-596;49;-812
2022-04-25T11:41:22.440;704202080293832276;-592;55;-814
2022-04-25T11:41:22.459;704202080313172634;-592;53;-817
2022-04-25T11:41:22.479;704202080332513042;-594;54;-814
2022-04-25T11:41:22.498;704202080351853400;-591;53;-817
2022-04-25T11:41:22.517;704202080371193758;-595;53;-812
2022-04-25T11:41:22.537;704202080390534116;-600;50;-808
2022-04-25T11:41:22.556;704202080409874474;-596;50;-817
2022-04-25T11:41:22.575;704202080429214832;-595;53;-812
2022-04-25T11:41:22.595;704202080448555190;-594;46;-808
2022-04-25T11:41:22.614;704202080467895548;-593;50;-817
2022-04-25T11:41:22.633;704202080487235906;-594;50;-811
2022-04-25T11:41:22.653;704202080506576264;-595;55;-810
2022-04-25T11:41:22.672;704202080525916622;-595;56;-813
2022-04-25T11:41:22.692;704202080545256980;-598;55;-813
2022-04-25T11:41:22.711;704202080564597338;-591;50;-813
2022-04-25T11:41:22.730;704202080583937696;-592;59;-815
2022-04-25T11:41:22.750;704202080603278054;-591;61;-815
2022-04-25T11:41:22.769;704202080622618412;-595;55;-813
2022-04-25T11:41:22.788;704202080641958770;-592;55;-815
2022-04-25T11:41:22.808;704202080661299128;-596;52;-813
2022-04-25T11:41:22.827;704202080680639486;-593;53;-812
2022-04-25T11:41:22.846;704202080699979844;-592;50;-812
2022-04-25T11:41:22.866;704202080719320202;-594;50;-814
2022-04-25T11:41:22.885;704202080738660560;-593;52;-813
2022-04-25T11:41:22.904;704202080758000918;-592;52;-812
2022-04-25T11:41:22.924;704202080777341276;-595;50;-813
2022-04-25T11:41:22.943;704202080796681634;-595;52;-816
2022-04-25T11:41:22.962;704202080816021992;-597;51;-813
2022-04-25T11:41:22.982;704202080835362350;-600;51;-809
2022-04-25T11:41:23.001;704202080854702708;-591;49;-809
2022-04-25T11:41:23.020;704202080874043066;-590;51;-809
2022-04-25T11:41:23.040;704202080893383424;-595;52;-818
2022-04-25T11:41:23.059;704202080912723782;-589;57;-820
2022-04-25T11:41:23.078;704202080932064140;-585;58;-815
2022-04-25T11:41:23.098;704202080951404498;-590;55;-819
2022-04-25T11:41:23.117;704202080970744856;-591;50;-814
2022-04-25T11:41:23.136;704202080990085214;-593;50;-817
2022-04-25T11:41:23.156;704202081009425572;-583;53;-818
2022-04-25T11:41:23.175;704202081028765930;-585;47;-817
2022-04-25T11:41:23.194;704202081048106288;-594;45;-812
2022-04-25T11:41:23.214;704202081067446646;-592;51;-813
2022-04-25T11:41:23.233;704202081086787004;-587;55;-812
2022-04-25T11:41:23.252;704202081106127362;-595;55;-811
2022-04-25T11:41:23.272;704202081125467720;-594;52;-818
2022-04-25T11:41:23.291;704202081144808078;-597;52;-814
2022-04-25T11:41:23.310;704202081164148436;-596;59;-811
2022-04-25T11:41:23.330;704202081183488794;-596;57;-812
2022-04-25T11:41:23.349;704202081202829152;-590;49;-814
2022-04-25T11:41:23.368;704202081222169510;-588;49;-818
2022-04-25T11:41:23.388;704202081241509868;-593;45;-816
2022-04-25T11:41:23.407;704202081260850226;-594;50;-816
2022-04-25T11:41:23.426;704202081280190584;-597;51;-814
2022-04-25T11:41:23.446;704202081299530942;-595;50;-815
2022-04-25T11:41:23.465;704202081318871300;-592;57;-820
2022-04-25T11:41:23.484;704202081338211658;-589;54;-815
2022-04-25T11:41:23.504;704202081357552016;-592;54;-813
2022-04-25T11:41:23.523;704202081376892374;-590;54;-816
2022-04-25T11:41:23.542;704202081396232732;-593;57;-813
2022-04-25T11:41:23.562;704202081415573090;-598;52;-816
2022-04-25T11:41:23.581;704202081434913448;-598;52;-812
2022-04-25T11:41:23.600;704202081454253806;-595;50;-814
2022-04-25T11:41:23.620;704202081473594164;-595;51;-812
2022-04-25T11:41:23.639;704202081492934522;-596;50;-815
2022-04-25T11:41:23.659;704202081512274880;-591;55;-813
2022-04-25T11:41:23.678;704202081531615238;-593;56;-811
2022-04-25T11:41:23.697;704202081550955596;-596;55;-813
2022-04-25T11:41:23.717;704202081570295954;-595;50;-817
2022-04-25T11:41:23.736;704202081589636312;-595;52;-817
2022-04-25T11:41:23.755;704202081608976670;-595;51;-814
2022-04-25T11:41:23.775;704202081628317028;-592;54;-814
2022-04-25T11:41:23.794;704202081647657386;-591;50;-813
2022-04-25T11:41:23.813;704202081666997744;-592;52;-816
2022-04-25T11:41:23.833;704202081686338102;-593;53;-819
2022-04-25T11:41:23.852;704202081705678460;-590;53;-818
2022-04-25T11:41:23.871;704202081725018863;-593;49;-818
2022-04-25T11:41:23.891;704202081744359264;-593;53;-818
2022-04-25T11:41:23.910;704202081763699665;-591;52;-818
2022-04-25T11:41:23.929;704202081783040066;-591;54;-812
2022-04-25T11:41:23.949;704202081802380467;-588;50;-809
2022-04-25T11:41:23.968;704202081821720868;-591;51;-815
2022-04-25T11:41:23.987;704202081841061269;-592;52;-814
2022-04-25T11:41:24.007;704202081860401670;-592;48;-814
2022-04-25T11:41:24.026;704202081879742071;-592;53;-816
2022-04-25T11:41:24.045;704202081899082472;-596;49;-813
2022-04-25T11:41:24.065;704202081918422873;-594;57;-815
2022-04-25T11:41:24.084;704202081937763274;-589;51;-815
2022-04-25T11:41:24.103;704202081957103675;-589;52;-816
2022-04-25T11:41:24.123;704202081976444076;-592;54;-814
2022-04-25T11:41:24.142;704202081995784477;-592;55;-816
2022-04-25T11:41:24.161;704202082015124878;-591;50;-813
2022-04-25T11:41:24.181;704202082034465279;-591;54;-813
2022-04-25T11:41:24.200;704202082053805680;-589;52;-817
2022-04-25T11:41:24.219;704202082073146081;-594;49;-816
2022-04-25T11:41:24.239;704202082092486482;-585;52;-816
2022-04-25T11:41:24.258;704202082111826883;-588;54;-818
2022-04-25T11:41:24.277;704202082131167284;-590;54;-820
2022-04-25T11:41:24.297;704202082150507685;-590;52;-817
2022-04-25T11:41:24.316;704202082169848086;-593;51;-813
2022-04-25T11:41:24.335;704202082189188487;-594;54;-815
2022-04-25T11:41:24.355;704202082208528888;-594;57;-818
2022-04-25T11:41:24.374;704202082227869289;-589;55;-814
2022-04-25T11:41:24.393;704202082247209690;-591;51;-812
2022-04-25T11:41:24.413;704202082266550091;-593;51;-816
2022-04-25T11:41:24.432;704202082285890492;-593;54;-813
2022-04-25T11:41:24.451;704202082305230893;-594;54;-813
2022-04-25T11:41:24.471;704202082324571294;-594;54;-815
2022-04-25T11:41:24.490;704202082343911695;-594;50;-815
2022-04-25T11:41:24.509;704202082363252096;-592;49;-813
2022-04-25T11:41:24.529;704202082382592497;-593;52;-817
2022-04-25T11:41:24.548;704202082401932898;-591;53;-815
2022-04-25T11:41:24.568;704202082421273299;-591;50;-813
2022-04-25T11:41:24.587;704202082440613700;-591;54;-815
2022-04-25T11:41:24.606;704202082459954101;-588;51;-816
2022-04-25T11:41:24.626;704202082479294502;-590;50;-816
2022-04-25T11:41:24.645;704202082498634903;-597;54;-815
2022-04-25T11:41:24.664;704202082517975304;-592;54;-816
2022-04-25T11:41:24.684;704202082537315705;-595;53;-820
2022-04-25T11:41:24.703;704202082556656106;-591;50;-813
2022-04-25T11:41:24.722;704202082575996507;-587;52;-814
2022-04-25T11:41:24.742;704202082595336908;-589;54;-819
2022-04-25T11:41:24.761;704202082614677309;-590;50;-820
2022-04-25T11:41:24.780;704202082634017710;-590;51;-816
2022-04-25T11:41:24.800;704202082653358111;-594;50;-821
2022-04-25T11:41:24.819;704202082672698512;-595;51;-814
2022-04-25T11:41:24.838;704202082692038913;-592;53;-815
2022-04-25T11:41:24.858;704202082711379314;-590;53;-818
2022-04-25T11:41:24.877;704202082730719715;-590;51;-814
2022-04-25T11:41:24.896;704202082750060116;-593;48;-818
2022-04-25T11:41:24.916;704202082769400517;-595;52;-815
2022-04-25T11:41:24.935;704202082788740918;-594;56;-818
2022-04-25T11:41:24.954;704202082808081319;-590;50;-818
2022-04-25T11:41:24.974;704202082827421720;-594;50;-813
2022-04-25T11:41:24.993;704202082846762121;-592;53;-815
2022-04-25T11:41:25.012;704202082866102522;-593;55;-818
2022-04-25T11:41:25.032;704202082885442923;-596;52;-817
2022-04-25T11:41:25.051;704202082904783324;-590;50;-816
2022-04-25T11:41:25.070;704202082924123725;-591;54;-818
2022-04-25T11:41:25.090;704202082943464126;-593;50;-814
2022-04-25T11:41:25.109;704202082962804527;-594;54;-815
2022-04-25T11:41:25.128;704202082982144928;-594;54;-818
2022-04-25T11:41:25.148;704202083001485329;-595;54;-812
2022-04-25T11:41:25.167;704202083020825730;-592;54;-815
2022-04-25T11:41:25.186;704202083040166131;-594;54;-818
2022-04-25T11:41:25.206;704202083059506532;-589;54;-815
2022-04-25T11:41:25.225;704202083078846933;-592;48;-818
2022-04-25T11:41:25.244;704202083098187334;-590;48;-818
2022-04-25T11:41:25.264;704202083117527735;-594;51;-817
2022-04-25T11:41:25.283;704202083136868136;-589;51;-818
2022-04-25T11:41:25.302;704202083156208537;-586;57;-818
2022-04-25T11:41:25.322;704202083175548938;-593;57;-815
2022-04-25T11:41:25.341;704202083194889339;-587;52;-816
2022-04-25T11:41:25.360;704202083214229740;-595;53;-814
2022-04-25T11:41:25.380;704202083233570141;-594;54;-814
2022-04-25T11:41:25.399;704202083252910542;-590;54;-815
2022-04-25T11:41:25.418;704202083272250996;-595;55;-814
2022-04-25T11:41:25.438;704202083291591376;-592;52;-812
2022-04-25T11:41:25.457;704202083310931756;-596;49;-813
2022-04-25T11:41:25.477;704202083330272136;-590;48;-812
2022-04-25T11:41:25.496;704202083349612516;-593;52;-816
2022-04-25T11:41:25.515;704202083368952896;-592;48;-819
2022-04-25T11:41:25.535;704202083388293276;-593;56;-815
2022-04-25T11:41:25.554;704202083407633656;-598;52;-815
2022-04-25T11:41:25.573;704202083426974036;-596;50;-813
2022-04-25T11:41:25.593;704202083446314416;-588;54;-814
2022-04-25T11:41:25.612;704202083465654796;-591;55;-818
2022-04-25T11:41:25.631;704202083484995176;-594;51;-814
2022-04-25T11:41:25.651;704202083504335556;-594;55;-813
2022-04-25T11:41:25.670;704202083523675936;-599;56;-811
2022-04-25T11:41:25.689;704202083543016316;-597;50;-817
2022-04-25T11:41:25.709;704202083562356696;-596;51;-813
2022-04-25T11:41:25.728;704202083581697076;-591;54;-816
2022-04-25T11:41:25.747;704202083601037456;-592;54;-815
2022-04-25T11:41:25.767;704202083620377836;-594;51;-810
2022-04-25T11:41:25.786;704202083639718216;-591;52;-813
2022-04-25T11:41:25.805;704202083659058596;-589;52;-813
2022-04-25T11:41:25.825;704202083678398976;-591;47;-816
2022-04-25T11:41:25.844;704202083697739356;-589;49;-812
2022-04-25T11:41:25.863;704202083717079736;-596;53;-814
2022-04-25T11:41:25.883;704202083736420116;-594;52;-818
2022-04-25T11:41:25.902;704202083755760496;-589;53;-815
2022-04-25T11:41:25.921;704202083775100876;-593;51;-814
2022-04-25T11:41:25.941;704202083794441256;-594;51;-817
2022-04-25T11:41:25.960;704202083813781636;-589;51;-813
2022-04-25T11:41:25.979;704202083833122016;-590;51;-813
2022-04-25T11:41:25.999;704202083852462396;-594;49;-819
2022-04-25T11:41:26.018;704202083871802776;-590;54;-815
2022-04-25T11:41:26.037;704202083891143156;-599;49;-817
2022-04-25T11:41:26.057;704202083910483536;-595;49;-815
2022-04-25T11:41:26.076;704202083929823916;-601;48;-806
2022-04-25T11:41:26.095;704202083949164296;-596;51;-818
2022-04-25T11:41:26.115;704202083968504676;-580;59;-821
2022-04-25T11:41:26.134;704202083987845056;-595;57;-809
2022-04-25T11:41:26.153;704202084007185436;-604;47;-814
2022-04-25T11:41:26.173;704202084026525816;-600;47;-812
2022-04-25T11:41:26.192;704202084045866196;-593;54;-812
2022-04-25T11:41:26.211;704202084065206576;-593;49;-816
2022-04-25T11:41:26.231;704202084084546956;-591;53;-814
2022-04-25T11:41:26.250;704202084103887336;-595;55;-813
2022-04-25T11:41:26.269;704202084123227716;-597;49;-810
2022-04-25T11:41:26.289;704202084142568096;-593;52;-817
2022-04-25T11:41:26.308;704202084161908476;-594;50;-811
2022-04-25T11:41:26.327;704202084181248856;-601;52;-816
2022-04-25T11:41:26.347;704202084200589236;-593;48;-813
2022-04-25T11:41:26.366;704202084219929616;-599;53;-821
2022-04-25T11:41:26.386;704202084239269996;-590;56;-818
2022-04-25T11:41:26.405;704202084258610376;-594;55;-816
2022-04-25T11:41:26.424;704202084277950756;-598;54;-812
2022-04-25T11:41:26.444;704202084297291136;-598;52;-815
2022-04-25T11:41:26.463;704202084316631516;-595;46;-813
2022-04-25T11:41:26.482;704202084335971896;-592;55;-818
2022-04-25T11:41:26.502;704202084355312276;-595;53;-809
2022-04-25T11:41:26.521;704202084374652656;-596;49;-815
2022-04-25T11:41:26.540;704202084393993036;-598;48;-816
2022-04-25T11:41:26.560;704202084413333416;-600;51;-814
2022-04-25T11:41:26.579;704202084432673796;-592;50;-814
2022-04-25T11:41:26.598;704202084452014176;-590;54;-813
2022-04-25T11:41:26.618;704202084471354556;-597;55;-814
2022-04-25T11:41:26.637;704202084490694936;-597;51;-812
2022-04-25T11:41:26.656;704202084510035316;-599;44;-810
2022-04-25T11:41:26.676;704202084529375696;-594;47;-810
2022-04-25T11:41:26.695;704202084548716076;-597;57;-813
2022-04-25T11:41:26.714;704202084568056456;-594;53;-813
2022-04-25T11:41:26.734;704202084587396836;-592;51;-814
2022-04-25T11:41:26.753;704202084606737216;-597;50;-816
2022-04-25T11:41:26.772;704202084626077596;-596;49;-813
2022-04-25T11:41:26.792;704202084645417976;-597;54;-812
2022-04-25T11:41:26.811;704202084664758356;-598;52;-813
2022-04-25T11:41:26.830;704202084684098736;-593;54;-815
2022-04-25T11:41:26.850;704202084703439116;-592;50;-811
2022-04-25T11:41:26.869;704202084722779496;-593;53;-816
2022-04-25T11:41:26.888;704202084742119840;-593;50;-814
2022-04-25T11:41:26.908;704202084761460144;-595;52;-815
2022-04-25T11:41:26.927;704202084780800448;-590;53;-815
2022-04-25T11:41:26.946;704202084800140752;-587;54;-816
2022-04-25T11:41:26.966;704202084819481056;-594;50;-816
2022-04-25T11:41:26.985;704202084838821360;-591;52;-813
2022-04-25T11:41:27.004;704202084858161664;-594;53;-814
2022-04-25T11:41:27.024;704202084877501968;-597;56;-815
2022-04-25T11:41:27.043;704202084896842272;-590;53;-811
2022-04-25T11:41:27.062;704202084916182576;-587;54;-816
2022-04-25T11:41:27.082;704202084935522880;-591;53;-817
2022-04-25T11:41:27.101;704202084954863184;-594;50;-816
2022-04-25T11:41:27.120;704202084974203488;-597;53;-816
2022-04-25T11:41:27.140;704202084993543792;-596;48;-813
2022-04-25T11:41:27.159;704202085012884096;-591;55;-817
2022-04-25T11:41:27.178;704202085032224400;-592;50;-816
2022-04-25T11:41:27.198;704202085051564704;-589;51;-815
2022-04-25T11:41:27.217;704202085070905008;-590;54;-814
2022-04-25T11:41:27.236;704202085090245312;-596;53;-813
2022-04-25T11:41:27.256;704202085109585616;-592;54;-815
2022-04-25T11:41:27.275;704202085128925920;-591;50;-813
2022-04-25T11:41:27.295;704202085148266224;-593;57;-816
2022-04-25T11:41:27.314;704202085167606528;-591;55;-815
2022-04-25T11:41:27.333;704202085186946832;-592;54;-814
2022-04-25T11:41:27.353;704202085206287136;-592;47;-816
2022-04-25T11:41:27.372;704202085225627440;-593;53;-813
2022-04-25T11:41:27.391;704202085244967744;-593;50;-814
2022-04-25T11:41:27.411;704202085264308048;-593;50;-816
2022-04-25T11:41:27.430;704202085283648352;-593;54;-815
2022-04-25T11:41:27.449;704202085302988656;-592;53;-817
2022-04-25T11:41:27.469;704202085322328960;-586;55;-814
2022-04-25T11:41:27.488;704202085341669264;-594;52;-817
2022-04-25T11:41:27.507;704202085361009568;-593;52;-815
2022-04-25T11:41:27.527;704202085380349872;-595;51;-810
2022-04-25T11:41:27.546;704202085399690176;-590;51;-813
2022-04-25T11:41:27.565;704202085419030480;-594;44;-819
2022-04-25T11:41:27.585;704202085438370784;-597;49;-815
2022-04-25T11:41:27.604;704202085457711088;-587;51;-815
2022-04-25T11:41:27.623;704202085477051392;-591;52;-816
2022-04-25T11:41:27.643;704202085496391696;-590;52;-815
2022-04-25T11:41:27.662;704202085515732000;-590;51;-817
2022-04-25T11:41:27.681;704202085535072304;-595;50;-814
2022-04-25T11:41:27.701;704202085554412608;-595;52;-815
2022-04-25T11:41:27.720;704202085573752912;-590;52;-813
2022-04-25T11:41:27.739;704202085593093216;-592;50;-818
2022-04-25T11:41:27.759;704202085612433520;-590;51;-815
2022-04-25T11:41:27.778;704202085631773824;-592;51;-814
2022-04-25T11:41:27.797;704202085651114128;-594;52;-814
2022-04-25T11:41:27.817;704202085670454432;-592;53;-814
2022-04-25T11:41:27.836;704202085689794736;-592;55;-813
2022-04-25T11:41:27.855;704202085709135040;-590;53;-818
2022-04-25T11:41:27.875;704202085728475344;-588;49;-817
2022-04-25T11:41:27.894;704202085747815648;-588;52;-816
2022-04-25T11:41:27.913;704202085767155952;-591;55;-810
2022-04-25T11:41:27.933;704202085786496256;-592;57;-816
2022-04-25T11:41:27.952;704202085805836560;-598;51;-817
2022-04-25T11:41:27.971;704202085825176864;-593;47;-815
2022-04-25T11:41:27.991;704202085844517168;-587;50;-816
2022-04-25T11:41:28.010;704202085863857472;-589;53;-815
2022-04-25T11:41:28.029;704202085883197776;-588;49;-816
2022-04-25T11:41:28.049;704202085902538080;-585;49;-815
2022-04-25T11:41:28.068;704202085921878384;-589;49;-815
2022-04-25T11:41:28.087;704202085941218688;-590;52;-818
2022-04-25T11:41:28.107;704202085960558992;-595;49;-816
2022-04-25T11:41:28.126;704202085979899296;-595;51;-819
2022-04-25T11:41:28.145;704202085999239600;-594;49;-816
2022-04-25T11:41:28.165;704202086018579904;-592;54;-815
2022-04-25T11:41:28.184;704202086037920208;-590;52;-816
2022-04-25T11:41:28.204;704202086057260512;-587;51;-821
2022-04-25T11:41:28.223;704202086076600816;-589;52;-814
2022-04-25T11:41:28.242;704202086095941120;-586;54;-815
2022-04-25T11:41:28.262;704202086115281424;-590;47;-813
2022-04-25T11:41:28.281;704202086134621728;-591;52;-814
2022-04-25T11:41:28.300;704202086153962032;-590;51;-816
2022-04-25T11:41:28.320;704202086173302336;-589;52;-816
2022-04-25T11:41:28.339;704202086192642640;-591;54;-816
2022-04-25T11:41:28.358;704202086211982944;-590;48;-814
2022-04-25T11:41:28.378;704202086231323248;-591;53;-816
2022-04-25T11:41:28.397;704202086250663552;-591;51;-815
2022-04-25T11:41:28.416;704202086270003856;-594;49;-813
2022-04-25T11:41:28.436;704202086289344160;-590;55;-817
2022-04-25T11:41:28.455;704202086308684464;-594;55;-819
2022-04-25T11:41:28.474;704202086328024768;-589;49;-819
2022-04-25T11:41:28.494;704202086347364910;-591;49;-816
2022-04-25T11:41:28.513;704202086366705052;-591;58;-818
2022-04-25T11:41:28.532;704202086386045194;-590;51;-815
2022-04-25T11:41:28.552;704202086405385336;-592;55;-816
2022-04-25T11:41:28.571;704202086424725478;-592;49;-812
2022-04-25T11:41:28.590;704202086444065620;-592;52;-815
2022-04-25T11:41:28.610;704202086463405762;-594;47;-816
2022-04-25T11:41:28.629;704202086482745904;-589;52;-814
2022-04-25T11:41:28.648;704202086502086046;-590;50;-817
2022-04-25T11:41:28.668;704202086521426188;-589;50;-817
2022-04-25T11:41:28.687;704202086540766330;-590;54;-814
2022-04-25T11:41:28.706;704202086560106472;-587;53;-815
2022-04-25T11:41:28.726;704202086579446614;-591;54;-821
2022-04-25T11:41:28.745;704202086598786756;-593;53;-812
2022-04-25T11:41:28.764;704202086618126898;-592;50;-812
2022-04-25T11:41:28.784;704202086637467040;-593;50;-816
2022-04-25T11:41:28.803;704202086656807182;-592;50;-816
2022-04-25T11:41:28.822;704202086676147324;-592;51;-818
2022-04-25T11:41:28.842;704202086695487466;-594;50;-812
2022-04-25T11:41:28.861;704202086714827608;-592;52;-815
2022-04-25T11:41:28.880;704202086734167750;-596;46;-816
2022-04-25T11:41:28.900;704202086753507892;-589;53;-816
2022-04-25T11:41:28.919;704202086772848034;-590;53;-814
2022-04-25T11:41:28.938;704202086792188176;-590;52;-817
2022-04-25T11:41:28.958;704202086811528318;-596;50;-814
2022-04-25T11:41:28.977;704202086830868460;-593;49;-815
2022-04-25T11:41:28.996;704202086850208602;-594;50;-812
2022-04-25T11:41:29.016;704202086869548744;-589;54;-813
2022-04-25T11:41:29.035;704202086888888886;-589;50;-817
2022-04-25T11:41:29.054;704202086908229028;-589;52;-817
2022-04-25T11:41:29.074;704202086927569170;-591;52;-817
2022-04-25T11:41:29.093;704202086946909312;-592;55;-816
2022-04-25T11:41:29.112;704202086966249454;-591;54;-813
2022-04-25T11:41:29.132;704202086985589596;-593;50;-814
2022-04-25T11:41:29.151;704202087004929738;-593;50;-813
2022-04-25T11:41:29.171;704202087024269880;-596;47;-819
2022-04-25T11:41:29.190;704202087043610022;-593;50;-818
2022-04-25T11:41:29.209;704202087062950164;-589;50;-816
2022-04-25T11:41:29.229;704202087082290306;-591;56;-818
